Timestamp,Solar,New demand,Battery,Grid
05-01-2024 01:00:00,6948.65,19006.245,1750,10307.595
05-01-2024 02:00:00,6527.14,18514.788,1811,10176.648
05-01-2024 03:00:00,6350.4,19229.054,2130,10748.654
05-01-2024 04:00:00,6313.73,19459.207,2673,10472.477
05-01-2024 05:00:00,6182.16,20291.558,1543,12566.398
05-01-2024 06:00:00,6149.95,22499.434,1777,14572.484
05-01-2024 07:00:00,6981.01,23156.453,2399,13776.443
05-01-2024 08:00:00,13296.18,23543.726,2438,7809.546
05-01-2024 09:00:00,22303.76,25354.837,2143,908.077
05-01-2024 10:00:00,30225.66,25200.08,1848,-6873.58
05-01-2024 11:00:00,34925.98,25855.471,1654,-10724.509
05-01-2024 12:00:00,37079.92,25949.465,1797,-12927.455
05-01-2024 13:00:00,35954.8,24833.852,1638,-12758.948
05-01-2024 14:00:00,31662.29,25563.638,2884,-8982.652
05-01-2024 15:00:00,24794.26,24121.983,1728,-2400.277
05-01-2024 16:00:00,15664.2,24403.883,2898,5841.683
05-01-2024 17:00:00,6116.77,23976.088,2315,15544.318
05-01-2024 18:00:00,4197.11,23703.426,2144,17362.316
05-01-2024 19:00:00,5897.87,22492.127,2409,14185.257
05-01-2024 20:00:00,7366.14,22069.569,2899,11804.429
05-01-2024 21:00:00,8574.06,21194.33,2006,10614.27
05-01-2024 22:00:00,8716.95,20939.178,2917,9305.228
05-01-2024 23:00:00,8683.39,19141.493,1633,8825.103
06-01-2024 00:00:00,9028.13,20245.065,2289,8927.935
06-01-2024 01:00:00,8994.71,17708.698,1635,7078.988
06-01-2024 02:00:00,8487.45,18223.993,2496,7240.543
06-01-2024 03:00:00,8197.71,19647.152,1944,9505.442
06-01-2024 04:00:00,7955.45,20259.474,2268,10036.024
06-01-2024 05:00:00,8104.56,20204.419,2133,9966.859
06-01-2024 06:00:00,8198.47,22907.964,2512,12197.494
06-01-2024 07:00:00,9467.03,24180.457,2144,12569.427
06-01-2024 08:00:00,16094.93,24713.409,2669,5949.479
06-01-2024 09:00:00,25645.76,25828.391,2578,-2395.369
06-01-2024 10:00:00,33754.35,25211.824,2821,-11363.526
06-01-2024 11:00:00,36963.74,25004.984,1897,-13855.756
06-01-2024 12:00:00,37738.46,24886.89,2762,-15613.57
06-01-2024 13:00:00,37533.02,23645.304,2037,-15924.716
06-01-2024 14:00:00,36077.39,23946.145,2567,-14698.245
06-01-2024 15:00:00,30486.49,24249.327,2284,-8521.163
06-01-2024 16:00:00,19941.28,23341.198,2062,1337.918
06-01-2024 17:00:00,9312.19,22887.716,2936,10639.526
06-01-2024 18:00:00,7266.59,23764.103,1798,14699.513
06-01-2024 19:00:00,9451.1,24240.284,2287,12502.184
06-01-2024 20:00:00,11585.18,22235.68,2023,8627.5
06-01-2024 21:00:00,13039.75,20678.645,1973,5665.895
06-01-2024 22:00:00,13120.86,20888.719,2479,5288.859
06-01-2024 23:00:00,12444.72,19784.158,1870,5469.438
07-01-2024 00:00:00,12175.98,19915.804,1625,6114.824
07-01-2024 01:00:00,11467.22,20079.106,1627,6984.886
07-01-2024 02:00:00,10441.01,19178.894,2622,6115.884
07-01-2024 03:00:00,9698.72,17821.253,2412,5710.533
07-01-2024 04:00:00,9401.4,19414.385,2585,7427.985
07-01-2024 05:00:00,9644.83,20117.755,2293,8179.925
07-01-2024 06:00:00,8927.86,20850.747,1777,10145.887
07-01-2024 07:00:00,9742.4,21156.598,1500,9914.198
07-01-2024 08:00:00,15356.18,24077.17,2270,6450.99
07-01-2024 09:00:00,24037.11,23120.957,2938,-3854.153
07-01-2024 10:00:00,30783.64,24472.638,2069,-8380.002
07-01-2024 11:00:00,35383.14,25278.893,1501,-11605.247
07-01-2024 12:00:00,37640.27,24522.172,1839,-14957.098
07-01-2024 13:00:00,40344.86,23121.918,2289,-19511.942
07-01-2024 14:00:00,38392,23423.321,2927,-17895.679
07-01-2024 15:00:00,32016.84,21787.516,1677,-11906.324
07-01-2024 16:00:00,21720.6,22113.253,2220,-1827.347
07-01-2024 17:00:00,11381.05,21942.172,2171,8390.122
07-01-2024 18:00:00,8670.25,22898.26,2450,11778.01
07-01-2024 19:00:00,10588.62,21592.684,2418,8586.064
07-01-2024 20:00:00,12404.26,21347.954,2171,6772.694
07-01-2024 21:00:00,13430.41,21325.28,1906,5988.87
07-01-2024 22:00:00,14201.26,19324.002,1679,3443.742
07-01-2024 23:00:00,14164.81,19229.132,1827,3237.322
08-01-2024 00:00:00,13429.1,18613.845,2964,2220.745
08-01-2024 01:00:00,12466.48,19258.629,2145,4647.149
08-01-2024 02:00:00,11580.31,17201.429,2757,2864.119
08-01-2024 03:00:00,10969.83,16869.128,2963,2936.298
08-01-2024 04:00:00,10182.47,19215.335,1555,7477.865
08-01-2024 05:00:00,9538.58,18865.25,2527,6799.67
08-01-2024 06:00:00,8996.13,22212.667,2714,10502.537
08-01-2024 07:00:00,10029.07,22804.773,1787,10988.703
08-01-2024 08:00:00,14469.57,24370.248,1780,8120.678
08-01-2024 09:00:00,20658.32,24305.678,2711,936.358
08-01-2024 10:00:00,26184.53,24387.312,2724,-4521.218
08-01-2024 11:00:00,28670.2,25912.755,1871,-4628.445
08-01-2024 12:00:00,33031.33,25834.514,1835,-9031.816
08-01-2024 13:00:00,35525.07,23218.954,1696,-14002.116
08-01-2024 14:00:00,33485.07,23433.809,2233,-12284.261
08-01-2024 15:00:00,27400.8,23607.45,2967,-6760.35
08-01-2024 16:00:00,18571.92,23959.577,2727,2660.657
08-01-2024 17:00:00,9711.86,24839.897,2028,13100.037
08-01-2024 18:00:00,7303.5,23717.123,2173,14240.623
08-01-2024 19:00:00,8636.51,22899.492,1894,12368.982
08-01-2024 20:00:00,9891.84,20878.748,2071,8915.908
08-01-2024 21:00:00,10949.49,22219.006,1696,9573.516
08-01-2024 22:00:00,11106.22,20938.102,1972,7859.882
08-01-2024 23:00:00,10773.62,19579.79,2242,6564.17
09-01-2024 00:00:00,10788.92,19041.619,2650,5602.699
09-01-2024 01:00:00,10883.24,18323.843,1989,5451.603
09-01-2024 02:00:00,10358.36,19036.025,2156,6521.665
09-01-2024 03:00:00,10197.89,19766.61,1723,7845.72
09-01-2024 04:00:00,10186.75,18807.289,2194,6426.539
09-01-2024 05:00:00,10193.26,19771.811,2540,7038.551
09-01-2024 06:00:00,9930.93,21593.173,2541,9121.243
09-01-2024 07:00:00,10396.09,24699.031,1688,12614.941
09-01-2024 08:00:00,14359.69,25266.563,2765,8141.873
09-01-2024 09:00:00,19234.31,25030.706,2907,2889.396
09-01-2024 10:00:00,26020.72,24979.923,2613,-3653.797
09-01-2024 11:00:00,33545.61,24612.291,2286,-11219.319
09-01-2024 12:00:00,38949.39,23806.735,1987,-17129.655
09-01-2024 13:00:00,41208.14,23587.615,2065,-19685.525
09-01-2024 14:00:00,38849.4,22836.423,2398,-18410.977
09-01-2024 15:00:00,32061.97,24490.529,2106,-9677.441
09-01-2024 16:00:00,23647.28,22882.468,1780,-2544.812
09-01-2024 17:00:00,14525.02,23521.788,1972,7024.768
09-01-2024 18:00:00,11072.42,22984.408,2241,9670.988
09-01-2024 19:00:00,11833.57,23559.016,2196,9529.446
09-01-2024 20:00:00,13090.08,22885.009,2468,7326.929
09-01-2024 21:00:00,13997.77,20924.164,1699,5227.394
09-01-2024 22:00:00,14563.93,19728.622,1611,3553.692
09-01-2024 23:00:00,14771.98,19701.501,2574,2355.521
10-01-2024 00:00:00,14475.73,19174.227,2820,1878.497
10-01-2024 01:00:00,13531.88,18874.332,1599,3743.452
10-01-2024 02:00:00,12975.1,18952.45,2722,3255.35
10-01-2024 03:00:00,12083.3,18308.938,2747,3478.638
10-01-2024 04:00:00,11432.93,18254.07,2658,4163.14
10-01-2024 05:00:00,10665.88,21042.744,1585,8791.864
10-01-2024 06:00:00,10096.05,22415.039,2693,9625.989
10-01-2024 07:00:00,10736.1,22846.936,2152,9958.836
10-01-2024 08:00:00,15977.57,24011.914,2550,5484.344
10-01-2024 09:00:00,24362.65,25073.374,2286,-1575.276
10-01-2024 10:00:00,33171.84,26835.353,1656,-7992.487
10-01-2024 11:00:00,40234.29,25430.569,1844,-16647.721
10-01-2024 12:00:00,43788.22,24648.204,1896,-21036.016
10-01-2024 13:00:00,42273.94,24040.938,2193,-20426.002
10-01-2024 14:00:00,38444.88,24575.193,2762,-16631.687
10-01-2024 15:00:00,29120.71,23627.694,2906,-8399.016
10-01-2024 16:00:00,19386.71,24021.443,1871,2763.733
10-01-2024 17:00:00,9192.99,23699.147,2314,12192.157
10-01-2024 18:00:00,6659.83,24785.203,2089,16036.373
10-01-2024 19:00:00,7586.34,23498.83,2076,13836.49
10-01-2024 20:00:00,8505.72,23189.601,2063,12620.881
10-01-2024 21:00:00,9387.11,20571.957,2272,8912.847
10-01-2024 22:00:00,9997.44,21400.828,2926,8477.388
10-01-2024 23:00:00,10798.16,19730.657,1737,7195.497
11-01-2024 00:00:00,10804.21,19341.879,2665,5872.669
11-01-2024 01:00:00,10442.81,18603.507,2095,6065.697
11-01-2024 02:00:00,9615.7,18469.252,1940,6913.552
11-01-2024 03:00:00,8908.48,18441.275,1830,7702.795
11-01-2024 04:00:00,8601.89,18100.682,2713,6785.792
11-01-2024 05:00:00,8553.57,19776.869,1542,9681.299
11-01-2024 06:00:00,8730,22143.495,2180,11233.495
11-01-2024 07:00:00,10218.17,24934.553,2658,12058.383
11-01-2024 08:00:00,19626.38,24601.873,2177,2798.493
11-01-2024 09:00:00,32997.68,26354.969,1856,-8498.711
11-01-2024 10:00:00,42278.73,26363.135,2630,-18545.595
11-01-2024 11:00:00,46700.8,26203.699,1592,-22089.101
11-01-2024 12:00:00,48330.98,24856.997,1595,-25068.983
11-01-2024 13:00:00,47290.17,24570.349,2395,-25114.821
11-01-2024 14:00:00,43662.61,23901.933,2420,-22180.677
11-01-2024 15:00:00,35745.84,24774.114,2162,-13133.726
11-01-2024 16:00:00,23702.06,23267.977,1803,-2237.083
11-01-2024 17:00:00,8921.6,23971.819,2320,12730.219
11-01-2024 18:00:00,5549.06,25269.526,2798,16922.466
11-01-2024 19:00:00,7769.32,23858.161,2303,13785.841
11-01-2024 20:00:00,9820.48,21664.396,1958,9885.916
11-01-2024 21:00:00,10910.95,22828.935,2389,9528.985
11-01-2024 22:00:00,10834.92,20651.152,1748,8068.232
11-01-2024 23:00:00,10701.68,20456.77,2739,7016.09
12-01-2024 00:00:00,10310.23,19874.579,1920,7644.349
12-01-2024 01:00:00,9755.55,18975.264,2679,6540.714
12-01-2024 02:00:00,9119.44,19048.953,1943,7986.513
12-01-2024 03:00:00,8553.2,18584.228,2351,7680.028
12-01-2024 04:00:00,8255.37,18987.662,2150,8582.292
12-01-2024 05:00:00,7927.54,20239.637,2793,9519.097
12-01-2024 06:00:00,7549.76,22304.299,2985,11769.539
12-01-2024 07:00:00,9199.57,24303.944,2572,12532.374
12-01-2024 08:00:00,18672.93,23974.302,2338,2963.372
12-01-2024 09:00:00,32988.79,26910.311,2151,-8229.479
12-01-2024 10:00:00,43327.59,26242.636,2506,-19590.954
12-01-2024 11:00:00,48121.01,27014.943,2368,-23474.067
12-01-2024 12:00:00,49408.55,25834.275,2618,-26192.275
12-01-2024 13:00:00,48646.35,25074.043,2013,-25585.307
12-01-2024 14:00:00,44879.34,24337.252,1519,-22061.088
12-01-2024 15:00:00,36272.95,24825.096,2510,-13957.854
12-01-2024 16:00:00,23197.54,23830.299,2636,-2003.241
12-01-2024 17:00:00,9432.36,25067.069,2664,12970.709
12-01-2024 18:00:00,5462.37,24311.754,1763,17086.384
12-01-2024 19:00:00,6313.64,24276.094,1893,16069.454
12-01-2024 20:00:00,6922.45,22999.695,1742,14335.245
12-01-2024 21:00:00,7019.04,22188.208,2904,12265.168
12-01-2024 22:00:00,6940.58,21132.136,1844,12347.556
12-01-2024 23:00:00,6424.15,20211.477,1582,12205.327
13-01-2024 00:00:00,6081.8,19940.06,2344,11514.26
13-01-2024 01:00:00,5564.4,19970.79,1909,12497.39
13-01-2024 02:00:00,4892.79,19276.951,1747,12637.161
13-01-2024 03:00:00,4644.49,18597.062,1571,12381.572
13-01-2024 04:00:00,4583.64,18727.366,1965,12178.726
13-01-2024 05:00:00,4568.55,20688.599,1720,14400.049
13-01-2024 06:00:00,4420.48,21998.955,2350,15228.475
13-01-2024 07:00:00,5822.94,23504.337,2572,15109.397
13-01-2024 08:00:00,14601.37,24491.867,2580,7310.497
13-01-2024 09:00:00,26421.84,25592.344,2220,-3049.496
13-01-2024 10:00:00,35294.24,26585.098,2845,-11554.142
13-01-2024 11:00:00,39662.04,26104.616,1686,-15243.424
13-01-2024 12:00:00,43123.08,25417.434,2730,-20435.646
13-01-2024 13:00:00,42995.64,24634.647,1548,-19908.993
13-01-2024 14:00:00,40274.75,25202.786,2608,-17679.964
13-01-2024 15:00:00,32153.32,23976.681,1575,-9751.639
13-01-2024 16:00:00,19719.17,22951.081,2510,721.911
13-01-2024 17:00:00,6197.55,23409.531,2152,15059.981
13-01-2024 18:00:00,2109.63,23840.52,2821,18909.89
13-01-2024 19:00:00,2607.26,22385.316,2338,17440.056
13-01-2024 20:00:00,2756.64,23419.704,2622,18041.064
13-01-2024 21:00:00,2922.34,21426.81,1849,16655.47
13-01-2024 22:00:00,3298.64,20407.028,2649,14459.388
13-01-2024 23:00:00,3441.37,19722.634,1633,14648.264
14-01-2024 00:00:00,3496.76,19291.149,2001,13793.389
14-01-2024 01:00:00,3372.01,18590.085,2759,12459.075
14-01-2024 02:00:00,3346.76,18659.731,1713,13599.971
14-01-2024 03:00:00,3612.18,19143.883,2590,12941.703
14-01-2024 04:00:00,3693.15,18831.974,2674,12464.824
14-01-2024 05:00:00,4022.52,20489.952,2132,14335.432
14-01-2024 06:00:00,4181.32,21233.924,1784,15268.604
14-01-2024 07:00:00,5823.95,23556.44,2023,15709.49
14-01-2024 08:00:00,14005.71,24046.491,2818,7222.781
14-01-2024 09:00:00,24431.46,24859.015,1514,-1086.445
14-01-2024 10:00:00,33962.96,23968.275,2316,-12310.685
14-01-2024 11:00:00,43154.58,25195.105,1731,-19690.475
14-01-2024 12:00:00,45893.95,23097.289,1779,-24575.661
14-01-2024 13:00:00,45242.81,23255.031,2840,-24827.779
14-01-2024 14:00:00,41248.5,23248.51,1697,-19696.99
14-01-2024 15:00:00,32750.64,22969.777,2258,-12038.863
14-01-2024 16:00:00,20438.68,21943.455,2962,-1457.225
14-01-2024 17:00:00,7983.26,21975.239,2865,11126.979
14-01-2024 18:00:00,4305.83,22608.188,2118,16184.358
14-01-2024 19:00:00,5020.73,22079.255,2345,14713.525
14-01-2024 20:00:00,4632.27,20808.396,2545,13631.126
14-01-2024 21:00:00,4402.23,20415.106,1508,14504.876
14-01-2024 22:00:00,4519.7,19947.452,1900,13527.752
14-01-2024 23:00:00,4923.01,18962.961,2278,11761.951
15-01-2024 00:00:00,4856.94,19594.097,2358,12379.157
15-01-2024 01:00:00,4713.65,17328.694,2815,9800.044
15-01-2024 02:00:00,4608.02,17721.257,1712,11401.237
15-01-2024 03:00:00,4489.37,17007.098,2008,10509.728
15-01-2024 04:00:00,4475.9,18896.602,2846,11574.702
15-01-2024 05:00:00,4222.01,19229.07,2777,12230.06
15-01-2024 06:00:00,4556.49,21018.836,2767,13695.346
15-01-2024 07:00:00,5905.82,23493.953,2815,14773.133
15-01-2024 08:00:00,15030,24065.021,2002,7033.021
15-01-2024 09:00:00,28132.37,24311.265,2335,-6156.105
15-01-2024 10:00:00,37780.3,26564.447,1866,-13081.853
15-01-2024 11:00:00,43308.55,25652.349,1956,-19612.201
15-01-2024 12:00:00,44933.98,24851.067,2901,-22983.913
15-01-2024 13:00:00,44151.79,24851.053,1749,-21049.737
15-01-2024 14:00:00,39543.09,23051.851,2932,-19423.239
15-01-2024 15:00:00,32000.14,22987.447,1815,-10827.693
15-01-2024 16:00:00,20157.9,22717.548,2790,-230.352
15-01-2024 17:00:00,6838.5,23017.759,2611,13568.259
15-01-2024 18:00:00,2482.43,22645.345,2675,17487.915
15-01-2024 19:00:00,2922.44,21149.938,2258,15969.498
15-01-2024 20:00:00,3169.33,21411.817,2222,16020.487
15-01-2024 21:00:00,3230.19,21126.618,2227,15669.428
15-01-2024 22:00:00,3161.64,20245.68,2669,14415.04
15-01-2024 23:00:00,3122.34,19786.972,2393,14271.632
16-01-2024 00:00:00,3066.26,19861.048,2269,14525.788
16-01-2024 01:00:00,3230.45,18374.271,1764,13379.821
16-01-2024 02:00:00,3290.88,19261.364,2032,13938.484
16-01-2024 03:00:00,3396.31,18077.716,2255,12426.406
16-01-2024 04:00:00,3579.77,19071.031,2095,13396.261
16-01-2024 05:00:00,3275.81,20499.16,2565,14658.35
16-01-2024 06:00:00,2735.81,21906.437,1999,17171.627
16-01-2024 07:00:00,4085.93,23442.288,1690,17666.358
16-01-2024 08:00:00,13230.46,24575.426,2983,8361.966
16-01-2024 09:00:00,26516.69,25723.718,1987,-2779.972
16-01-2024 10:00:00,36601.22,26137.951,1635,-12098.269
16-01-2024 11:00:00,42182.88,25686.92,2855,-19350.96
16-01-2024 12:00:00,43485.42,25292.135,2935,-21128.285
16-01-2024 13:00:00,41454.73,23118.952,1889,-20224.778
16-01-2024 14:00:00,38845.81,24330.73,3000,-17515.08
16-01-2024 15:00:00,30978.75,25086.027,2215,-8107.723
16-01-2024 16:00:00,18778.56,24990.981,1819,4393.421
16-01-2024 17:00:00,6134.58,23021.799,2661,14226.219
16-01-2024 18:00:00,2435.38,23914.012,2615,18863.632
16-01-2024 19:00:00,3042.34,22801.044,2287,17471.704
16-01-2024 20:00:00,3577.15,21674.689,2277,15820.539
16-01-2024 21:00:00,4107.57,22168.127,2597,15463.557
16-01-2024 22:00:00,4548.51,20619.552,2936,13135.042
16-01-2024 23:00:00,4458.35,20643.111,2719,13465.761
17-01-2024 00:00:00,4116.94,20085.184,1938,14030.244
17-01-2024 01:00:00,3839.25,19054.616,2932,12283.366
17-01-2024 02:00:00,3549.27,20068.775,2743,13776.505
17-01-2024 03:00:00,3424.77,20346.707,1780,15141.937
17-01-2024 04:00:00,2867.63,19650.94,2693,14090.31
17-01-2024 05:00:00,2503.82,20922.692,2665,15753.872
17-01-2024 06:00:00,2529.26,23196.159,2498,18168.899
17-01-2024 07:00:00,4215.22,22980.347,2344,16421.127
17-01-2024 08:00:00,11578.72,23603.107,2313,9711.387
17-01-2024 09:00:00,21045.63,24738.255,2452,1240.625
17-01-2024 10:00:00,29605.92,25861.085,2492,-6236.835
17-01-2024 11:00:00,36331.91,25129.84,1809,-13011.07
17-01-2024 12:00:00,40334.4,25846.015,2056,-16544.385
17-01-2024 13:00:00,42156.16,25190.477,2086,-19051.683
17-01-2024 14:00:00,38290.11,23455.8,2870,-17704.31
17-01-2024 15:00:00,30136.57,24842.843,2404,-7697.727
17-01-2024 16:00:00,18547.56,23594.003,2235,2811.443
17-01-2024 17:00:00,6846.7,23682.093,1901,14934.393
17-01-2024 18:00:00,3644.67,23729.724,2760,17325.054
17-01-2024 19:00:00,4850.22,24287.364,2510,16927.144
17-01-2024 20:00:00,6011.83,22464.915,1712,14741.085
17-01-2024 21:00:00,6834.42,21690.707,2077,12779.287
17-01-2024 22:00:00,7217.76,21960.265,2197,12545.505
17-01-2024 23:00:00,7538.51,20450.28,2197,10714.77
18-01-2024 00:00:00,7179.81,19574.996,2707,9688.186
18-01-2024 01:00:00,6394.47,18973.294,2645,9933.824
18-01-2024 02:00:00,5923.04,19700.534,2719,11058.494
18-01-2024 03:00:00,5614.83,18859.872,1571,11674.042
18-01-2024 04:00:00,5391.4,19489.409,1931,12167.009
18-01-2024 05:00:00,5653.33,21134.303,1809,13671.973
18-01-2024 06:00:00,5818.69,22847.371,2526,14502.681
18-01-2024 07:00:00,7041.02,23562.999,1650,14871.979
18-01-2024 08:00:00,13425.53,24263.172,2843,7994.642
18-01-2024 09:00:00,21921.94,25393.8,1885,1586.86
18-01-2024 10:00:00,29090.59,25285.417,2484,-6289.173
18-01-2024 11:00:00,36742.98,25308.5,1894,-13328.48
18-01-2024 12:00:00,41393.05,24996.433,2446,-18842.617
18-01-2024 13:00:00,41686.2,25434.22,1825,-18076.98
18-01-2024 14:00:00,38045.39,24773.444,2027,-15298.946
18-01-2024 15:00:00,30771.99,25150.033,1970,-7591.957
18-01-2024 16:00:00,19293.05,24095.284,1988,2814.234
18-01-2024 17:00:00,6939.92,24638.277,2526,15172.357
18-01-2024 18:00:00,3259.3,24161.338,2931,17971.038
18-01-2024 19:00:00,4725.23,23026.979,2051,16250.749
18-01-2024 20:00:00,5928.82,22808.131,2762,14117.311
18-01-2024 21:00:00,6430.67,23351.921,2322,14599.251
18-01-2024 22:00:00,6509.42,21412.097,1976,12926.677
18-01-2024 23:00:00,6552.32,20517.417,2717,11248.097
19-01-2024 00:00:00,6225.17,19393.073,2930,10237.903
19-01-2024 01:00:00,6108.45,20344.89,2276,11960.44
19-01-2024 02:00:00,6112.04,19864.661,1581,12171.621
19-01-2024 03:00:00,6112.32,19533.306,2496,10924.986
19-01-2024 04:00:00,6111.13,20010.217,2138,11761.087
19-01-2024 05:00:00,6112.94,20367.276,1787,12467.336
19-01-2024 06:00:00,6153.78,22508.118,2634,13720.338
19-01-2024 07:00:00,7570.52,24873.468,1968,15334.948
19-01-2024 08:00:00,15666.68,25603.46,2004,7932.78
19-01-2024 09:00:00,28516.42,25234.148,1816,-5098.272
19-01-2024 10:00:00,39519.46,26986.996,2022,-14554.464
19-01-2024 11:00:00,42590.88,26041.098,2950,-19499.782
19-01-2024 12:00:00,43451.19,26711.768,2891,-19630.422
19-01-2024 13:00:00,42754.11,25671.934,2667,-19749.176
